subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;startSym;congruence;IV9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns
42;20;f;r;c;n;n;1;series1c;0;1;10;0;7;2;8;sym;ic;0;9;0;0;0.767174257897;HDZM;HDZM;1;2d_8u_sym_ic_s_g.png;2d_8u_sym_ic_d_g.png;217.059889124;1
42;20;f;r;c;n;n;1;series1c;1;1;-10;0;3;2;8;sym;c;0;1;0;1;0.609395041189;WKZB;-99;-99;2d_8u_sym_ic_s_c.png;2d_8u_sym_ic_d_c.png;227.620079361;1
42;20;f;r;c;n;n;1;series1c;2;0;-10;0;9;2;8;sym;ic;0;9;0;1;0.670835465251;CDZJ;-99;-99;2d_8u_sym_ic_s_i.png;2d_8u_sym_ic_s_i.png;235.891928198;1
42;20;f;r;c;n;n;1;series1c;3;0;60;0;10;2;8;sym;c;0;9;0;1;0.949254159408;YBQC;-99;-99;2d_8u_sym_ic_s_j.png;2d_8u_sym_ic_s_j.png;246.56367772;1
42;20;f;r;c;n;n;1;series1c;4;0;120;0;7;2;8;as;c;0;9;0;1;1.00572523061;MGTK;-99;-99;2d_8u_as_c_s_g.png;2d_8u_as_c_s_g.png;254.851570544;1
42;20;f;r;c;n;n;1;series1c;5;1;-120;0;6;2;8;as;c;0;9;0;0;0.656270630832;JKRC;-99;-99;2d_8u_as_c_s_f.png;2d_8u_as_c_d_f.png;262.59543515;1
42;20;f;r;c;n;n;1;series1c;6;1;120;0;10;2;8;sym;c;0;9;0;0;0.98994658445;HJWR;-99;-99;2d_8u_sym_ic_s_j.png;2d_8u_sym_ic_d_j.png;269.219327106;1
42;20;f;r;c;n;n;1;series1c;7;0;10;0;8;2;8;as;ic;0;9;0;1;0.734549258079;KFCH;-99;-99;2d_8u_as_c_s_h.png;2d_8u_as_c_s_h.png;277.059187884;1
42;20;f;r;c;n;n;1;series1c;8;1;120;0;2;2;8;sym;c;0;9;0;0;0.751101290341;ZPYG;-99;-99;2d_8u_sym_ic_s_b.png;2d_8u_sym_ic_d_b.png;284.611057731;1
42;20;f;r;c;n;n;1;series1c;9;0;-10;0;1;2;8;as;ic;0;9;0;1;0.831603176252;ZLTD;-99;-99;2d_8u_as_c_s_a.png;2d_8u_as_c_s_a.png;292.96284728;1
