subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;startSym;congruence;IV9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns
25;21;m;r;c;n;n;1;series1c;0;1;60;0;4;2;8;sym;c;0;9;0;0;1.63259782689;KRDW;-99;-99;2d_8u_sym_ic_s_d.png;2d_8u_sym_ic_d_d.png;201.4801977;1
25;21;m;r;c;n;n;1;series1c;1;0;-120;0;3;2;8;sym;ic;0;9;0;1;1.96239618142;RKGD;RKGD;1;2d_8u_sym_ic_s_c.png;2d_8u_sym_ic_s_c.png;213.875663431;1
25;21;m;r;c;n;n;1;series1c;2;0;60;0;8;2;8;sym;c;0;1;0;0;2.10340260784;SBFG;-99;-99;2d_8u_sym_ic_s_h.png;2d_8u_sym_ic_s_h.png;222.500520391;1
25;21;m;r;c;n;n;1;series1c;3;0;-10;0;5;2;8;as;c;0;9;0;1;0.643447669689;BDVW;-99;-99;2d_8u_as_c_s_e.png;2d_8u_as_c_s_e.png;230.12432576;1
25;21;m;r;c;n;n;1;series1c;4;1;-60;0;7;2;8;as;ic;0;9;0;0;1.06181713822;NWXK;-99;-99;2d_8u_as_c_s_g.png;2d_8u_as_c_d_g.png;237.515016241;1
25;21;m;r;c;n;n;1;series1c;5;1;120;0;3;2;8;as;ic;0;9;0;0;1.12485994678;JCPZ;-99;-99;2d_8u_as_c_s_c.png;2d_8u_as_c_d_c.png;244.838472056;1
25;21;m;r;c;n;n;1;series1c;6;0;-120;0;4;2;8;sym;ic;0;9;0;1;1.02458195924;XQYW;-99;-99;2d_8u_sym_ic_s_d.png;2d_8u_sym_ic_s_d.png;252.079114195;1
25;21;m;r;c;n;n;1;series1c;7;0;-10;0;3;2;8;sym;c;0;9;0;1;1.06696842425;QRNV;QRNV;1;2d_8u_sym_ic_s_c.png;2d_8u_sym_ic_s_c.png;262.539417293;1
25;21;m;r;c;n;n;1;series1c;8;0;120;0;3;2;8;as;c;0;1;0;0;1.16013758001;XLCZ;-99;-99;2d_8u_as_c_s_c.png;2d_8u_as_c_s_c.png;269.812930667;1
25;21;m;r;c;n;n;1;series1c;9;0;120;0;9;2;8;sym;c;0;9;0;1;1.26958377543;SWLZ;-99;-99;2d_8u_sym_ic_s_i.png;2d_8u_sym_ic_s_i.png;277.219856373;1
