subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;startSym;congruence;IV9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns
45;18;f;r;n;n;n;1;series1c;0;0;-10;0;2;2;8;sym;ic;0;9;0;1;2.1257080771;DNKV;-99;-99;2d_8u_sym_ic_s_b.png;2d_8u_sym_ic_s_b.png;188.893153444;1
45;18;f;r;n;n;n;1;series1c;1;1;10;0;6;2;8;as;ic;0;1;0;1;1.10132277012;KTWL;KTWL;1;2d_8u_as_c_s_f.png;2d_8u_as_c_d_f.png;199.609420944;1
45;18;f;r;n;n;n;1;series1c;2;1;-10;0;7;2;8;as;ic;0;9;0;0;1.37758649793;YVCT;-99;-99;2d_8u_as_c_s_g.png;2d_8u_as_c_d_g.png;207.258949085;1
45;18;f;r;n;n;n;1;series1c;3;1;-60;0;8;2;8;sym;ic;0;9;0;0;2.41992258537;FHNW;-99;-99;2d_8u_sym_ic_s_h.png;2d_8u_sym_ic_d_h.png;215.658588382;1
45;18;f;r;n;n;n;1;series1c;4;0;-60;0;9;2;8;sym;ic;0;1;0;0;1.21599867311;VGRF;-99;-99;2d_8u_sym_ic_s_i.png;2d_8u_sym_ic_s_i.png;223.358235442;1
45;18;f;r;n;n;n;1;series1c;5;1;120;0;1;2;8;sym;c;0;9;0;0;0.938958940096;RYBT;-99;-99;2d_8u_sym_ic_s_a.png;2d_8u_sym_ic_d_a.png;231.207877723;1
45;18;f;r;n;n;n;1;series1c;6;0;-60;0;3;2;8;as;c;0;9;0;1;0.826378797181;QKSJ;-99;-99;2d_8u_as_c_s_c.png;2d_8u_as_c_s_c.png;238.507444071;1
45;18;f;r;n;n;n;1;series1c;7;0;-60;0;9;2;8;sym;c;0;9;0;1;1.19122841116;YMVZ;YMVZ;1;2d_8u_sym_ic_s_i.png;2d_8u_sym_ic_s_i.png;250.840297493;1
45;18;f;r;n;n;n;1;series1c;8;1;120;0;10;2;8;as;ic;0;9;0;0;0.847555502551;CKSP;CKSP;1;2d_8u_as_c_s_j.png;2d_8u_as_c_d_j.png;260.639816684;1
45;18;f;r;n;n;n;1;series1c;9;1;-10;0;5;2;8;as;ic;0;1;0;1;1.28405201272;ZHPB;;0;2d_8u_as_c_s_e.png;2d_8u_as_c_d_e.png;269.972742607;1
45;18;f;r;n;n;n;1;series1c;10;1;-60;0;1;2;8;sym;ic;0;1;0;1;1.16743272753;HBKT;-99;-99;2d_8u_sym_ic_s_a.png;2d_8u_sym_ic_d_a.png;276.955779236;1
45;18;f;r;n;n;n;1;series1c;11;1;-10;0;9;2;8;as;ic;0;9;0;0;1.0131009873;XKRP;-99;-99;2d_8u_as_c_s_i.png;2d_8u_as_c_d_i.png;284.471982641;1
45;18;f;r;n;n;n;1;series1c;12;0;10;0;2;2;8;sym;c;0;9;0;1;0.961144548608;CSPR;CSPR;1;2d_8u_sym_ic_s_b.png;2d_8u_sym_ic_s_b.png;294.721621264;1
45;18;f;r;n;n;n;1;series1c;13;1;10;0;2;2;8;as;ic;0;9;0;0;1.07814814756;LGXJ;-99;-99;2d_8u_as_c_s_b.png;2d_8u_as_c_d_b.png;302.104761382;1
45;18;f;r;n;n;n;1;series1c;14;0;60;0;7;2;8;sym;c;0;9;0;1;0.72634530603;FMDW;-99;-99;2d_8u_sym_ic_s_g.png;2d_8u_sym_ic_s_g.png;308.954344315;1
45;18;f;r;n;n;n;1;series1c;15;1;10;0;5;2;8;sym;ic;0;1;0;1;0.900417868979;PRYT;-99;-99;2d_8u_sym_ic_s_e.png;2d_8u_sym_ic_d_e.png;316.18722584;1
45;18;f;r;n;n;n;1;series1c;16;1;-10;0;10;2;8;as;c;0;1;0;1;1.50323298178;RYMZ;-99;-99;2d_8u_as_c_s_j.png;2d_8u_as_c_d_j.png;323.720323003;1
45;18;f;r;n;n;n;1;series1c;17;1;60;0;6;2;8;as;ic;0;1;0;1;1.06484794593;JXYS;-99;-99;2d_8u_as_c_s_f.png;2d_8u_as_c_d_f.png;331.05321845;1
45;18;f;r;n;n;n;1;series1c;18;1;120;0;8;2;8;as;ic;0;1;0;1;1.33112497395;ZJDY;;0;2d_8u_as_c_s_h.png;2d_8u_as_c_d_h.png;339.969522457;1
45;18;f;r;n;n;n;1;series1c;19;1;-60;0;2;2;8;sym;ic;0;1;0;1;1.10461189155;BNQJ;-99;-99;2d_8u_sym_ic_s_b.png;2d_8u_sym_ic_d_b.png;346.902607943;1
45;18;f;r;n;n;n;1;series1c;20;1;-10;0;1;2;8;sym;ic;0;1;0;1;0.864132955903;NQJY;-99;-99;2d_8u_sym_ic_s_a.png;2d_8u_sym_ic_d_a.png;354.085482185;1
45;18;f;r;n;n;n;1;series1c;21;1;10;0;6;2;8;sym;ic;0;1;0;1;0.960445213597;ZGPT;-99;-99;2d_8u_sym_ic_s_f.png;2d_8u_sym_ic_d_f.png;360.968623265;1
45;18;f;r;n;n;n;1;series1c;22;0;10;0;9;2;8;as;ic;0;9;0;1;0.978468173416;JXGB;-99;-99;2d_8u_as_c_s_i.png;2d_8u_as_c_s_i.png;367.951657007;1
