subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;startSym;congruence;IV9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns
151;18;m;r;n;n;n;1;series1c;0;1;120;0;3;2;8;as;ic;0;1;0;1;1.63515335112;BNYQ;-99;-99;2d_8u_as_c_s_c.png;2d_8u_as_c_d_c.png;307.615423716;1
151;18;m;r;n;n;n;1;series1c;1;0;10;0;4;2;8;sym;c;0;1;0;0;1.75575068445;DQCJ;-99;-99;2d_8u_sym_ic_s_d.png;2d_8u_sym_ic_s_d.png;318.315339378;1
151;18;m;r;n;n;n;1;series1c;2;0;-60;0;3;2;8;sym;c;0;9;0;1;1.22795520001;NGFR;-99;-99;2d_8u_sym_ic_s_c.png;2d_8u_sym_ic_s_c.png;328.581855573;1
151;18;m;r;n;n;n;1;series1c;3;1;60;0;3;2;8;sym;ic;0;1;0;1;2.03520483556;TJXY;TJXY;1;2d_8u_sym_ic_s_c.png;2d_8u_sym_ic_d_c.png;346.34828544;1
151;18;m;r;n;n;n;1;series1c;4;0;-10;0;5;2;8;sym;c;0;9;0;1;1.22821006223;GPSM;-99;-99;2d_8u_sym_ic_s_e.png;2d_8u_sym_ic_s_e.png;354.581610098;1
151;18;m;r;n;n;n;1;series1c;5;1;120;0;10;2;8;as;c;0;1;0;1;1.46833920002;QGRD;-99;-99;2d_8u_as_c_s_j.png;2d_8u_as_c_d_j.png;365.231465244;1
151;18;m;r;n;n;n;1;series1c;6;0;10;0;2;2;8;sym;ic;0;9;0;1;1.08842581333;LGJM;LGJM;1;2d_8u_sym_ic_s_b.png;2d_8u_sym_ic_s_b.png;379.264602169;1
151;18;m;r;n;n;n;1;series1c;7;1;-10;0;5;2;8;as;ic;0;9;0;0;1.45258154665;CRQJ;-99;-99;2d_8u_as_c_s_e.png;2d_8u_as_c_d_e.png;388.0145536;1
151;18;m;r;n;n;n;1;series1c;8;1;10;0;8;2;8;sym;c;0;1;0;1;1.11526030223;XDPB;-99;-99;2d_8u_sym_ic_s_h.png;2d_8u_sym_ic_d_h.png;397.297818169;1
151;18;m;r;n;n;n;1;series1c;9;0;-120;0;5;2;8;as;ic;0;9;0;1;1.35278449778;LCSB;-99;-99;2d_8u_as_c_s_e.png;2d_8u_as_c_s_e.png;407.614305849;1
151;18;m;r;n;n;n;1;series1c;10;1;-60;0;7;2;8;as;ic;0;1;0;1;1.95622001778;VBFT;-99;-99;2d_8u_as_c_s_g.png;2d_8u_as_c_d_g.png;417.130879716;1
151;18;m;r;n;n;n;1;series1c;11;0;-60;0;6;2;8;sym;c;0;9;0;1;1.36499285334;KBCH;-99;-99;2d_8u_sym_ic_s_f.png;2d_8u_sym_ic_s_f.png;426.514127076;1
151;18;m;r;n;n;n;1;series1c;12;0;-10;0;7;2;8;sym;ic;0;9;0;1;2.53906773333;BSVY;-99;-99;2d_8u_sym_ic_s_g.png;2d_8u_sym_ic_s_g.png;436.347323449;1
151;18;m;r;n;n;n;1;series1c;13;1;-10;0;6;2;8;as;c;0;1;0;1;1.02323057779;LWTP;-99;-99;2d_8u_as_c_s_f.png;2d_8u_as_c_d_f.png;444.730575644;1
151;18;m;r;n;n;n;1;series1c;14;0;120;0;10;2;8;sym;c;0;9;0;1;1.18781468444;KYWQ;-99;-99;2d_8u_sym_ic_s_j.png;2d_8u_sym_ic_s_j.png;453.180489102;1
151;18;m;r;n;n;n;1;series1c;15;1;120;0;3;2;8;as;c;0;1;0;1;1.97265180445;TPFK;TPFK;1;2d_8u_as_c_s_c.png;2d_8u_as_c_d_c.png;466.480321991;1
151;18;m;r;n;n;n;1;series1c;16;0;-120;0;3;2;8;as;c;0;9;0;1;1.42163512888;PMTJ;-99;-99;2d_8u_as_c_s_c.png;2d_8u_as_c_s_c.png;475.980237653;1
151;18;m;r;n;n;n;1;series1c;17;1;-60;0;6;2;8;sym;ic;0;1;0;1;1.46755754665;NDCL;-99;-99;2d_8u_sym_ic_s_f.png;2d_8u_sym_ic_d_f.png;484.880146489;1
151;18;m;r;n;n;n;1;series1c;18;0;10;0;6;2;8;sym;c;0;9;0;1;1.82316970665;CGZF;-99;-99;2d_8u_sym_ic_s_f.png;2d_8u_sym_ic_s_f.png;493.946661547;1
151;18;m;r;n;n;n;1;series1c;19;0;120;0;3;2;8;sym;ic;0;9;0;1;1.31514680889;QJLR;-99;-99;2d_8u_sym_ic_s_c.png;2d_8u_sym_ic_s_c.png;502.529959538;1
151;18;m;r;n;n;n;1;series1c;20;1;120;0;6;2;8;as;ic;0;1;0;1;1.32778666666;JMDX;-99;-99;2d_8u_as_c_s_f.png;2d_8u_as_c_d_f.png;511.02991616;1
151;18;m;r;n;n;n;1;series1c;21;1;60;0;8;2;8;sym;c;0;1;0;1;1.48734435556;RNTZ;-99;-99;2d_8u_sym_ic_s_h.png;2d_8u_sym_ic_d_h.png;520.013106062;1
151;18;m;r;n;n;n;1;series1c;22;0;-120;0;3;2;8;as;ic;0;9;0;1;1.15029646221;XTGY;-99;-99;2d_8u_as_c_s_c.png;2d_8u_as_c_s_c.png;528.913004942;1
151;18;m;r;n;n;n;1;series1c;23;1;120;0;9;2;8;sym;c;0;1;0;1;1.12791182223;KWHR;-99;-99;2d_8u_sym_ic_s_i.png;2d_8u_sym_ic_d_i.png;537.429607538;1
151;18;m;r;n;n;n;1;series1c;24;1;-60;0;3;2;8;as;c;0;1;0;1;1.58977365331;DGLJ;-99;-99;2d_8u_as_c_s_c.png;2d_8u_as_c_d_c.png;546.362865493;1
151;18;m;r;n;n;n;1;series1c;25;1;120;0;3;2;8;sym;ic;0;1;0;1;1.47452615111;MWFK;-99;-99;2d_8u_sym_ic_s_c.png;2d_8u_sym_ic_d_c.png;555.129406862;1
151;18;m;r;n;n;n;1;series1c;26;1;-120;0;6;2;8;as;c;0;1;0;1;0.954476942221;HJBQ;-99;-99;2d_8u_as_c_s_f.png;2d_8u_as_c_d_f.png;563.612597191;1
151;18;m;r;n;n;n;1;series1c;27;0;-60;0;5;2;8;as;c;0;9;0;1;1.42037617779;YBDM;-99;-99;2d_8u_as_c_s_e.png;2d_8u_as_c_s_e.png;572.42920448;1
151;18;m;r;n;n;n;1;series1c;28;1;-60;0;2;2;8;sym;c;0;1;0;1;0.788000142202;DGML;DGML;1;2d_8u_sym_ic_s_b.png;2d_8u_sym_ic_d_b.png;586.279012978;1
151;18;m;r;n;n;n;1;series1c;29;1;120;0;5;2;8;as;c;0;9;0;0;1.03212942221;QYWV;QYWV;1;2d_8u_as_c_s_e.png;2d_8u_as_c_d_e.png;599.645525902;1
151;18;m;r;n;n;n;1;series1c;30;1;10;0;5;2;8;as;c;0;9;0;0;1.44898787554;BNLZ;-99;-99;2d_8u_as_c_s_e.png;2d_8u_as_c_d_e.png;608.962150116;1
151;18;m;r;n;n;n;1;series1c;31;0;-10;0;1;2;8;as;ic;0;9;0;1;0.841008071118;JGQB;-99;-99;2d_8u_as_c_s_a.png;2d_8u_as_c_s_a.png;618.745396907;1
151;18;m;r;n;n;n;1;series1c;32;0;120;0;9;2;8;as;ic;0;9;0;1;0.817801386671;YTFG;YTFG;1;2d_8u_as_c_s_i.png;2d_8u_as_c_s_i.png;631.195191182;1
151;18;m;r;n;n;n;1;series1c;33;0;-120;0;5;2;8;as;c;0;9;0;1;1.30331960888;CRNM;-99;-99;2d_8u_as_c_s_e.png;2d_8u_as_c_s_e.png;639.661800391;1
151;18;m;r;n;n;n;1;series1c;34;0;60;0;7;2;8;as;c;0;9;0;1;0.959530951106;SKCF;SKCF;1;2d_8u_as_c_s_g.png;2d_8u_as_c_s_g.png;652.328312889;1
151;18;m;r;n;n;n;1;series1c;35;0;60;0;10;2;8;sym;ic;0;9;0;1;0.719565368898;GBPK;-99;-99;2d_8u_sym_ic_s_j.png;2d_8u_sym_ic_s_j.png;660.478223076;1
151;18;m;r;n;n;n;1;series1c;36;0;10;0;3;2;8;sym;ic;0;9;0;1;0.751760213345;ZYFP;-99;-99;2d_8u_sym_ic_s_c.png;2d_8u_sym_ic_s_c.png;668.511488569;1
151;18;m;r;n;n;n;1;series1c;37;1;-10;0;3;2;8;as;c;0;1;0;1;0.655694791116;DPJW;-99;-99;2d_8u_as_c_s_c.png;2d_8u_as_c_d_c.png;676.411394844;1
151;18;m;r;n;n;n;1;series1c;38;0;-10;0;1;2;8;sym;c;0;9;0;1;1.43045376;CRVG;-99;-99;2d_8u_sym_ic_s_a.png;2d_8u_sym_ic_s_a.png;685.011303538;1
151;18;m;r;n;n;n;1;series1c;39;1;-60;0;7;2;8;sym;c;0;1;0;1;0.975320177793;BMNF;-99;-99;2d_8u_sym_ic_s_g.png;2d_8u_sym_ic_d_g.png;693.544554951;1
151;18;m;r;n;n;n;1;series1c;40;0;-60;0;6;2;8;as;c;0;9;0;1;1.01932828446;VJRT;-99;-99;2d_8u_as_c_s_f.png;2d_8u_as_c_s_f.png;702.094462293;1
151;18;m;r;n;n;n;1;series1c;41;0;10;0;8;2;8;sym;c;0;9;0;1;0.792142222228;YLNV;-99;-99;2d_8u_sym_ic_s_h.png;2d_8u_sym_ic_s_h.png;709.944410738;1
