subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;startSym;congruence;IV9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns
127;20;f;r;n;n;n;1;series1c;0;1;-120;0;5;2;8;as;c;0;1;0;1;1.04049867718;TPZJ;-99;-99;2d_8u_as_c_s_e.png;2d_8u_as_c_d_e.png;211.19221725;1
127;20;f;r;n;n;n;1;series1c;1;1;-60;0;6;2;8;as;c;0;1;0;1;1.684047285;RHWZ;-99;-99;2d_8u_as_c_s_f.png;2d_8u_as_c_d_f.png;220.551230921;1
127;20;f;r;n;n;n;1;series1c;2;1;120;0;6;2;8;sym;c;0;9;0;0;1.07174379716;KHRP;-99;-99;2d_8u_sym_ic_s_f.png;2d_8u_sym_ic_d_f.png;232.546430631;1
127;20;f;r;n;n;n;1;series1c;3;1;-60;0;8;2;8;sym;c;0;9;0;0;1.96341954952;CNQL;-99;-99;2d_8u_sym_ic_s_h.png;2d_8u_sym_ic_d_h.png;241.938848926;1
127;20;f;r;n;n;n;1;series1c;4;0;-60;0;1;2;8;as;ic;0;9;0;1;1.51522590173;HNVW;-99;-99;2d_8u_as_c_s_a.png;2d_8u_as_c_s_a.png;250.880572735;1
127;20;f;r;n;n;n;1;series1c;5;1;60;0;3;2;8;as;ic;0;9;0;0;0.750031360076;SKQX;SKQX;1;2d_8u_as_c_s_c.png;2d_8u_as_c_d_c.png;263.559652192;1
127;20;f;r;n;n;n;1;series1c;6;1;-120;0;8;2;8;as;ic;0;9;0;0;0.504269089317;YVTF;-99;-99;2d_8u_as_c_s_h.png;2d_8u_as_c_d_h.png;273.402409133;1
127;20;f;r;n;n;n;1;series1c;7;0;10;0;5;2;8;as;c;0;9;0;1;0.954837281955;WBGK;-99;-99;2d_8u_as_c_s_e.png;2d_8u_as_c_s_e.png;281.81055182;1
127;20;f;r;n;n;n;1;series1c;8;1;-10;0;4;2;8;sym;c;0;9;0;0;0.537482567132;XFRL;-99;-99;2d_8u_sym_ic_s_d.png;2d_8u_sym_ic_d_d.png;289.634794251;1
127;20;f;r;n;n;n;1;series1c;9;0;10;0;3;2;8;as;c;0;9;0;1;1.17987433798;RCTQ;-99;-99;2d_8u_as_c_s_c.png;2d_8u_as_c_s_c.png;298.226444204;1
127;20;f;r;n;n;n;1;series1c;10;1;120;0;10;2;8;as;ic;0;9;0;0;1.38218852365;QPBW;QPBW;1;2d_8u_as_c_s_j.png;2d_8u_as_c_d_j.png;311.322865576;1
127;20;f;r;n;n;n;1;series1c;11;1;-60;0;4;2;8;as;c;0;9;0;0;1.35450692778;MVFZ;-99;-99;2d_8u_as_c_s_d.png;2d_8u_as_c_d_d.png;320.331066688;1
127;20;f;r;n;n;n;1;series1c;12;0;-10;0;2;2;8;sym;ic;0;9;0;1;1.14150188549;DMYQ;-99;-99;2d_8u_sym_ic_s_b.png;2d_8u_sym_ic_s_b.png;328.839414715;1
127;20;f;r;n;n;n;1;series1c;13;0;-120;0;4;2;8;as;ic;0;1;0;0;1.52266470133;RJDM;-99;-99;2d_8u_as_c_s_d.png;2d_8u_as_c_s_d.png;337.698003568;1
127;20;f;r;n;n;n;1;series1c;14;0;10;0;5;2;8;sym;c;0;9;0;1;0.752048073453;NRSX;NRSX;1;2d_8u_sym_ic_s_e.png;2d_8u_sym_ic_s_e.png;350.143770901;1
127;20;f;r;n;n;n;1;series1c;15;1;60;0;6;2;8;as;ic;0;9;0;0;1.03127470228;GHTL;-99;-99;2d_8u_as_c_s_f.png;2d_8u_as_c_d_f.png;359.952835075;1
127;20;f;r;n;n;n;1;series1c;16;0;-10;0;1;2;8;sym;ic;0;9;0;1;1.10519819974;RMTW;RMTV;0;2d_8u_sym_ic_s_a.png;2d_8u_sym_ic_s_a.png;372.031455609;1
127;20;f;r;n;n;n;1;series1c;17;1;10;0;4;2;8;as;ic;0;9;0;0;0.869594020536;JZXS;-99;-99;2d_8u_as_c_s_d.png;2d_8u_as_c_d_d.png;381.540451317;1
127;20;f;r;n;n;n;1;series1c;18;0;-120;0;10;2;8;sym;c;0;9;0;1;1.18097599258;RMJL;-99;-99;2d_8u_sym_ic_s_j.png;2d_8u_sym_ic_s_j.png;390.065337817;1
127;20;f;r;n;n;n;1;series1c;19;0;60;0;6;2;8;sym;c;0;9;0;1;0.601964489324;LGWR;LGWR;1;2d_8u_sym_ic_s_f.png;2d_8u_sym_ic_s_f.png;403.72901715;1
127;20;f;r;n;n;n;1;series1c;20;1;60;0;3;2;8;sym;c;0;9;0;0;0.661345747998;QZXD;-99;-99;2d_8u_sym_ic_s_c.png;2d_8u_sym_ic_d_c.png;412.01995636;1
127;20;f;r;n;n;n;1;series1c;21;1;-10;0;9;2;8;sym;c;0;9;0;0;0.840275729308;KFPN;-99;-99;2d_8u_sym_ic_s_i.png;2d_8u_sym_ic_d_i.png;420.144625373;1
127;20;f;r;n;n;n;1;series1c;22;1;120;0;3;2;8;as;ic;0;1;0;1;1.24858709169;GFVP;-99;-99;2d_8u_as_c_s_c.png;2d_8u_as_c_d_c.png;428.953246382;1
127;20;f;r;n;n;n;1;series1c;23;0;10;0;3;2;8;sym;ic;0;9;0;1;0.496467907098;LBSV;-99;-99;2d_8u_sym_ic_s_c.png;2d_8u_sym_ic_s_c.png;436.994356331;1
127;20;f;r;n;n;n;1;series1c;24;1;60;0;1;2;8;sym;c;0;9;0;0;0.69925028889;FCPT;FCPT;1;2d_8u_sym_ic_s_a.png;2d_8u_sym_ic_d_a.png;449.423067219;1
127;20;f;r;n;n;n;1;series1c;25;0;60;0;8;2;8;sym;ic;0;9;0;1;1.24479345186;PVQN;-99;-99;2d_8u_sym_ic_s_h.png;2d_8u_sym_ic_s_h.png;458.548348073;1
127;20;f;r;n;n;n;1;series1c;26;0;-10;0;8;2;8;as;c;0;9;0;1;1.02026868088;TXLJ;TXLJ;1;2d_8u_as_c_s_h.png;2d_8u_as_c_s_h.png;471.511125062;1
127;20;f;r;n;n;n;1;series1c;27;1;-120;0;5;2;8;sym;c;0;9;0;0;1.46100105788;NGZY;-99;-99;2d_8u_sym_ic_s_e.png;2d_8u_sym_ic_d_e.png;480.653088885;1
127;20;f;r;n;n;n;1;series1c;28;1;10;0;9;2;8;as;c;0;9;0;0;1.25770013314;ZVMX;-99;-99;2d_8u_as_c_s_i.png;2d_8u_as_c_d_i.png;489.127968857;1
127;20;f;r;n;n;n;1;series1c;29;1;10;0;1;2;8;sym;ic;0;1;0;1;1.3302730869;XBWD;-99;-99;2d_8u_sym_ic_s_a.png;2d_8u_sym_ic_d_a.png;497.786567437;1
127;20;f;r;n;n;n;1;series1c;30;1;60;0;3;2;8;as;c;0;1;0;1;0.772509892238;VRGL;-99;-99;2d_8u_as_c_s_c.png;2d_8u_as_c_d_c.png;505.97762273;1
127;20;f;r;n;n;n;1;series1c;31;0;-10;0;10;2;8;sym;c;0;1;0;0;0.778334467788;PBZW;-99;-99;2d_8u_sym_ic_s_j.png;2d_8u_sym_ic_s_j.png;514.235839131;1
127;20;f;r;n;n;n;1;series1c;32;1;-120;0;7;2;8;as;c;0;9;0;0;0.845288215089;YKZV;-99;-99;2d_8u_as_c_s_g.png;2d_8u_as_c_d_g.png;522.443569145;1
127;20;f;r;n;n;n;1;series1c;33;1;-120;0;9;2;8;sym;ic;0;9;0;0;1.67347959289;KWRX;-99;-99;2d_8u_sym_ic_s_i.png;2d_8u_sym_ic_d_i.png;531.385542696;1
127;20;f;r;n;n;n;1;series1c;34;0;-10;0;4;2;8;as;ic;0;9;0;1;1.29876314884;QWNV;-99;-99;2d_8u_as_c_s_d.png;2d_8u_as_c_s_d.png;539.960424631;1
127;20;f;r;n;n;n;1;series1c;35;1;-120;0;2;2;8;as;ic;0;1;0;1;0.915686019696;SYZK;-99;-99;2d_8u_as_c_s_b.png;2d_8u_as_c_d_b.png;548.168695943;1
127;20;f;r;n;n;n;1;series1c;36;1;-120;0;10;2;8;sym;ic;0;1;0;1;0.873090700014;YRSJ;-99;-99;2d_8u_sym_ic_s_j.png;2d_8u_sym_ic_d_j.png;556.393111487;1
127;20;f;r;n;n;n;1;series1c;37;0;60;0;1;2;8;as;c;0;1;0;0;0.978369397693;RZSY;-99;-99;2d_8u_as_c_s_a.png;2d_8u_as_c_s_a.png;564.667988102;1
127;20;f;r;n;n;n;1;series1c;38;1;120;0;3;2;8;as;c;0;1;0;1;1.2472007079;KPNQ;KPNQ;1;2d_8u_as_c_s_c.png;2d_8u_as_c_d_c.png;577.630560291;1
127;20;f;r;n;n;n;1;series1c;39;1;10;0;8;2;8;sym;ic;0;9;0;0;1.16457433836;WBMJ;-99;-99;2d_8u_sym_ic_s_h.png;2d_8u_sym_ic_d_h.png;586.305253325;1
127;20;f;r;n;n;n;1;series1c;40;1;-60;0;5;2;8;sym;ic;0;9;0;0;1.20612432342;TVQJ;-99;-99;2d_8u_sym_ic_s_e.png;2d_8u_sym_ic_d_e.png;594.713554447;1
127;20;f;r;n;n;n;1;series1c;41;1;-60;0;8;2;8;sym;ic;0;1;0;1;0.903229045449;GTVN;-99;-99;2d_8u_sym_ic_s_h.png;2d_8u_sym_ic_d_h.png;602.988325818;1
127;20;f;r;n;n;n;1;series1c;42;0;-60;0;1;2;8;sym;c;0;9;0;1;1.66545881936;SFZL;-99;-99;2d_8u_sym_ic_s_a.png;2d_8u_sym_ic_s_a.png;612.097050564;1
127;20;f;r;n;n;n;1;series1c;43;1;10;0;6;2;8;sym;ic;0;1;0;1;1.09135313507;TYQL;-99;-99;2d_8u_sym_ic_s_f.png;2d_8u_sym_ic_d_f.png;620.471802564;1
127;20;f;r;n;n;n;1;series1c;44;0;-10;0;9;2;8;sym;ic;0;1;0;0;0.790397485951;YFLG;-99;-99;2d_8u_sym_ic_s_i.png;2d_8u_sym_ic_s_i.png;628.496508867;1
