subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;startSym;congruence;IV9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns
131;18;m;r;n;n;n;1;series1c;0;0;-10;0;3;2;8;sym;c;0;9;0;1;1.55598854378;JWGC;GWJC;0;2d_8u_sym_ic_s_c.png;2d_8u_sym_ic_s_c.png;200.957812859;1
131;18;m;r;n;n;n;1;series1c;1;0;-10;0;8;2;8;as;ic;0;9;0;1;1.4604310306;PWLH;-99;-99;2d_8u_as_c_s_h.png;2d_8u_as_c_s_h.png;210.416785541;1
131;18;m;r;n;n;n;1;series1c;2;1;-120;0;6;2;8;sym;c;0;9;0;0;1.68085666804;SYGL;;0;2d_8u_sym_ic_s_f.png;2d_8u_sym_ic_d_f.png;221.160543756;1
131;18;m;r;n;n;n;1;series1c;3;1;-10;0;2;2;8;sym;c;0;9;0;0;1.21419914148;DQFP;-99;-99;2d_8u_sym_ic_s_b.png;2d_8u_sym_ic_d_b.png;229.084661856;1
131;18;m;r;n;n;n;1;series1c;4;1;-120;0;2;2;8;sym;ic;0;9;0;0;1.30149381852;HYDJ;-99;-99;2d_8u_sym_ic_s_b.png;2d_8u_sym_ic_d_b.png;237.993534286;1
131;18;m;r;n;n;n;1;series1c;5;1;-10;0;1;2;8;sym;c;0;1;0;1;1.51680428581;CXWF;-99;-99;2d_8u_sym_ic_s_a.png;2d_8u_sym_ic_d_a.png;246.835445573;1
131;18;m;r;n;n;n;1;series1c;6;0;60;0;5;2;8;sym;ic;0;9;0;1;1.84944110864;RMTW;-99;-99;2d_8u_sym_ic_s_e.png;2d_8u_sym_ic_s_e.png;256.427837358;1
131;18;m;r;n;n;n;1;series1c;7;1;10;0;2;2;8;as;c;0;9;0;0;1.78089930629;LVXJ;LVXJ;1;2d_8u_as_c_s_b.png;2d_8u_as_c_d_b.png;268.723302939;1
131;18;m;r;n;n;n;1;series1c;8;0;-120;0;5;2;8;as;ic;0;9;0;1;1.7492093147;QPLK;-99;-99;2d_8u_as_c_s_e.png;2d_8u_as_c_s_e.png;278.115503065;1
131;18;m;r;n;n;n;1;series1c;9;0;60;0;5;2;8;as;ic;0;9;0;1;2.5304075724;YBPW;-99;-99;2d_8u_as_c_s_e.png;2d_8u_as_c_s_e.png;287.758439547;1
131;18;m;r;n;n;n;1;series1c;10;0;-10;0;9;2;8;as;c;0;1;0;0;1.44002695393;XVRB;-99;-99;2d_8u_as_c_s_i.png;2d_8u_as_c_s_i.png;296.500270649;1
131;18;m;r;n;n;n;1;series1c;11;0;10;0;2;2;8;as;c;0;9;0;1;1.07858213386;TVLW;-99;-99;2d_8u_as_c_s_b.png;2d_8u_as_c_s_b.png;304.774968917;1
131;18;m;r;n;n;n;1;series1c;12;0;-10;0;9;2;8;sym;ic;0;1;0;0;1.40459765145;BCXK;-99;-99;2d_8u_sym_ic_s_i.png;2d_8u_sym_ic_s_i.png;313.366319066;1
131;18;m;r;n;n;n;1;series1c;13;0;120;0;3;2;8;as;c;0;9;0;1;1.3793964138;DCFB;-99;-99;2d_8u_as_c_s_c.png;2d_8u_as_c_s_c.png;322.35866807;1
131;18;m;r;n;n;n;1;series1c;14;0;-120;0;2;2;8;sym;ic;0;9;0;1;1.1563041067;LYMQ;-99;-99;2d_8u_sym_ic_s_b.png;2d_8u_sym_ic_s_b.png;330.716757296;1
131;18;m;r;n;n;n;1;series1c;15;1;-120;0;4;2;8;as;ic;0;9;0;0;1.19155989797;KRWQ;-99;-99;2d_8u_as_c_s_d.png;2d_8u_as_c_d_d.png;339.074895445;1
131;18;m;r;n;n;n;1;series1c;16;0;-10;0;9;2;8;as;ic;0;9;0;1;1.70393623202;QPJV;QPJV;1;2d_8u_as_c_s_i.png;2d_8u_as_c_s_i.png;351.637050751;1
131;18;m;r;n;n;n;1;series1c;17;1;120;0;9;2;8;sym;c;0;9;0;0;1.47601462156;JBLS;-99;-99;2d_8u_sym_ic_s_i.png;2d_8u_sym_ic_d_i.png;360.745667693;1
131;18;m;r;n;n;n;1;series1c;18;1;-10;0;2;2;8;as;ic;0;1;0;1;1.4471397798;PXHB;-99;-99;2d_8u_as_c_s_b.png;2d_8u_as_c_d_b.png;369.237428039;1
131;18;m;r;n;n;n;1;series1c;19;0;-60;0;2;2;8;sym;ic;0;9;0;1;1.53613629006;HXGS;-99;-99;2d_8u_sym_ic_s_b.png;2d_8u_sym_ic_s_b.png;377.912313927;1
131;18;m;r;n;n;n;1;series1c;20;1;60;0;4;2;8;sym;c;0;1;0;1;1.60731916211;VTYK;-99;-99;2d_8u_sym_ic_s_d.png;2d_8u_sym_ic_d_d.png;386.604087301;1
131;18;m;r;n;n;n;1;series1c;21;1;-60;0;5;2;8;sym;ic;0;1;0;1;1.62257734837;BXGT;-99;-99;2d_8u_sym_ic_s_e.png;2d_8u_sym_ic_d_e.png;395.429310782;1
131;18;m;r;n;n;n;1;series1c;22;0;-10;0;10;2;8;sym;c;0;9;0;1;1.66296253202;GMQK;-99;-99;2d_8u_sym_ic_s_j.png;2d_8u_sym_ic_s_j.png;404.254732521;1
131;18;m;r;n;n;n;1;series1c;23;0;10;0;5;2;8;as;ic;0;9;0;1;1.40786961955;YDLV;YDLV;1;2d_8u_as_c_s_e.png;2d_8u_as_c_s_e.png;415.69917804;1
131;18;m;r;n;n;n;1;series1c;24;1;-10;0;6;2;8;as;ic;0;1;0;1;1.08766217972;ZJQG;-99;-99;2d_8u_as_c_s_f.png;2d_8u_as_c_d_f.png;424.19076715;1
131;18;m;r;n;n;n;1;series1c;25;0;10;0;7;2;8;sym;c;0;9;0;1;1.29322785372;BSDM;BSDM;1;2d_8u_sym_ic_s_g.png;2d_8u_sym_ic_s_g.png;436.252429941;1
131;18;m;r;n;n;n;1;series1c;26;1;-10;0;10;2;8;sym;ic;0;1;0;1;1.34997259371;JCTW;-99;-99;2d_8u_sym_ic_s_j.png;2d_8u_sym_ic_d_j.png;444.626996198;1
131;18;m;r;n;n;n;1;series1c;27;1;-120;0;1;2;8;as;ic;0;1;0;1;1.37853539956;MQNR;MQNR;1;2d_8u_as_c_s_a.png;2d_8u_as_c_d_a.png;456.689077406;1
131;18;m;r;n;n;n;1;series1c;28;0;10;0;6;2;8;sym;ic;0;9;0;1;2.13314632035;THXW;THXW;1;2d_8u_sym_ic_s_f.png;2d_8u_sym_ic_s_f.png;468.984199378;1
131;18;m;r;n;n;n;1;series1c;29;0;60;0;9;2;8;as;ic;0;9;0;1;1.60740307334;NFST;-99;-99;2d_8u_as_c_s_i.png;2d_8u_as_c_s_i.png;477.49223736;1
131;18;m;r;n;n;n;1;series1c;30;1;-60;0;5;2;8;as;c;0;1;0;1;1.69777572725;WMPL;-99;-99;2d_8u_as_c_s_e.png;2d_8u_as_c_d_e.png;486.501175752;1
131;18;m;r;n;n;n;1;series1c;31;1;-120;0;10;2;8;sym;ic;0;9;0;0;2.47140007408;FLTC;-99;-99;2d_8u_sym_ic_s_j.png;2d_8u_sym_ic_d_j.png;495.943449251;1
131;18;m;r;n;n;n;1;series1c;32;1;120;0;9;2;8;as;c;0;9;0;0;1.72281056468;QYSV;QYSV;1;2d_8u_as_c_s_i.png;2d_8u_as_c_d_i.png;508.505842069;1
131;18;m;r;n;n;n;1;series1c;33;1;-10;0;9;2;8;sym;c;0;9;0;0;1.65378861944;LVHF;-99;-99;2d_8u_sym_ic_s_i.png;2d_8u_sym_ic_d_i.png;517.063932944;1
131;18;m;r;n;n;n;1;series1c;34;0;60;0;1;2;8;sym;c;0;9;0;1;2.65816963778;KNFH;-99;-99;2d_8u_sym_ic_s_a.png;2d_8u_sym_ic_s_a.png;526.940372981;1
131;18;m;r;n;n;n;1;series1c;35;1;60;0;7;2;8;as;c;0;1;0;1;1.218038577;KNYZ;-99;-99;2d_8u_as_c_s_g.png;2d_8u_as_c_d_g.png;535.281598329;1
131;18;m;r;n;n;n;1;series1c;36;0;10;0;6;2;8;sym;c;0;9;0;1;2.41177049524;FKLZ;-99;-99;2d_8u_sym_ic_s_f.png;2d_8u_sym_ic_s_f.png;544.640685102;1
131;18;m;r;n;n;n;1;series1c;37;1;60;0;1;2;8;sym;c;0;9;0;0;1.12447729718;KFWV;-99;-99;2d_8u_sym_ic_s_a.png;2d_8u_sym_ic_d_a.png;552.715372903;1
131;18;m;r;n;n;n;1;series1c;38;0;60;0;1;2;8;as;ic;0;9;0;1;1.38096484228;CYSD;-99;-99;2d_8u_as_c_s_a.png;2d_8u_as_c_s_a.png;561.356742379;1
131;18;m;r;n;n;n;1;series1c;39;1;-120;0;7;2;8;sym;c;0;9;0;0;1.33191490208;HZXG;HCXG;0;2d_8u_sym_ic_s_g.png;2d_8u_sym_ic_d_g.png;574.670174914;1
131;18;m;r;n;n;n;1;series1c;40;1;60;0;6;2;8;as;c;0;1;0;1;1.14907380519;RXTK;-99;-99;2d_8u_as_c_s_f.png;2d_8u_as_c_d_f.png;583.028092619;1
131;18;m;r;n;n;n;1;series1c;41;0;120;0;8;2;8;sym;c;0;9;0;1;1.67804151808;ZRLY;ZRNY;0;2d_8u_sym_ic_s_h.png;2d_8u_sym_ic_s_h.png;596.357872478;1
131;18;m;r;n;n;n;1;series1c;42;1;60;0;5;2;8;sym;c;0;9;0;0;1.94068274146;MYHX;MYHX;1;2d_8u_sym_ic_s_e.png;2d_8u_sym_ic_d_e.png;608.519538369;1
131;18;m;r;n;n;n;1;series1c;43;0;-120;0;5;2;8;as;c;0;1;0;0;2.19797099859;YNMJ;-99;-99;2d_8u_as_c_s_e.png;2d_8u_as_c_s_e.png;617.661684237;1
131;18;m;r;n;n;n;1;series1c;44;0;60;0;9;2;8;sym;ic;0;9;0;1;1.06121023849;HRMV;HRNV;0;2d_8u_sym_ic_s_i.png;2d_8u_sym_ic_s_i.png;629.006049856;1
