subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;startSym;congruence;IV9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns
160;28;m;r;n;n;n;1;series1c;0;1;-60;0;4;2;8;as;c;0;9;0;0;0.933548316592;JFKR;-99;-99;2d_8u_as_c_s_d.png;2d_8u_as_c_d_d.png;283.25855823;1
160;28;m;r;n;n;n;1;series1c;1;0;-10;0;7;2;8;as;c;0;9;0;1;0.98872006149;VDQZ;-99;-99;2d_8u_as_c_s_g.png;2d_8u_as_c_s_g.png;297.589190476;1
160;28;m;r;n;n;n;1;series1c;2;0;-10;0;1;2;8;as;ic;0;9;0;1;0.794303539908;PVGR;-99;-99;2d_8u_as_c_s_a.png;2d_8u_as_c_s_a.png;312.303412597;1
160;28;m;r;n;n;n;1;series1c;3;1;60;0;3;2;8;as;c;0;9;0;0;0.633729962865;VQGL;-99;-99;2d_8u_as_c_s_c.png;2d_8u_as_c_d_c.png;325.265860778;1
160;28;m;r;n;n;n;1;series1c;4;0;120;0;8;2;8;sym;ic;0;9;0;1;0.73252130067;JFLH;-99;-99;2d_8u_sym_ic_s_h.png;2d_8u_sym_ic_s_h.png;336.443478281;1
160;28;m;r;n;n;n;1;series1c;5;1;10;0;10;2;8;sym;ic;0;9;0;0;0.984135666396;PFDJ;-99;-99;2d_8u_sym_ic_s_j.png;2d_8u_sym_ic_d_j.png;347.153802371;1
160;28;m;r;n;n;n;1;series1c;6;0;-60;0;6;2;8;as;ic;0;9;0;1;1.10887603951;JGMV;JGMV;1;2d_8u_as_c_s_f.png;2d_8u_as_c_s_f.png;363.336072251;1
160;28;m;r;n;n;n;1;series1c;7;1;120;0;9;2;8;as;c;0;9;0;0;1.08108806936;ZNTQ;ZNTQ;1;2d_8u_as_c_s_i.png;2d_8u_as_c_d_i.png;377.950491264;1
160;28;m;r;n;n;n;1;series1c;8;0;-10;0;9;2;8;sym;ic;0;9;0;1;0.892091356684;SCYW;-99;-99;2d_8u_sym_ic_s_i.png;2d_8u_sym_ic_s_i.png;388.594179352;1
160;28;m;r;n;n;n;1;series1c;9;0;10;0;9;2;8;as;c;0;9;0;1;0.710894971155;SLYX;-99;-99;2d_8u_as_c_s_i.png;2d_8u_as_c_s_i.png;398.119831142;1
160;28;m;r;n;n;n;1;series1c;10;1;-10;0;3;2;8;as;c;0;9;0;0;0.67681081756;BMQY;-99;-99;2d_8u_as_c_s_c.png;2d_8u_as_c_d_c.png;407.912468405;1
160;28;m;r;n;n;n;1;series1c;11;0;10;0;3;2;8;as;ic;0;9;0;1;1.01240349491;LBDY;LBDY;1;2d_8u_as_c_s_c.png;2d_8u_as_c_s_c.png;421.425942266;1
160;28;m;r;n;n;n;1;series1c;12;0;10;0;10;2;8;sym;ic;0;9;0;1;0.789570664754;WSVL;-99;-99;2d_8u_sym_ic_s_j.png;2d_8u_sym_ic_s_j.png;430.684637598;1
160;28;m;r;n;n;n;1;series1c;13;0;-10;0;5;2;8;as;c;0;9;0;1;0.977301598294;LBSH;LBSH;1;2d_8u_as_c_s_e.png;2d_8u_as_c_s_e.png;443.196999848;1
160;28;m;r;n;n;n;1;series1c;14;0;120;0;2;2;8;sym;ic;0;9;0;1;1.09235719871;WQSK;-99;-99;2d_8u_sym_ic_s_b.png;2d_8u_sym_ic_s_b.png;452.122085366;1
160;28;m;r;n;n;n;1;series1c;15;0;120;0;6;2;8;sym;ic;0;9;0;1;0.969230480492;SMQG;-99;-99;2d_8u_sym_ic_s_f.png;2d_8u_sym_ic_s_f.png;460.480421103;1
